Year,Forecast_Exchange_Rate
2025.0,13.625352501481022
2026.0,13.877847471109263
2027.0,14.130342440737504
2028.0,14.382837410365745
2029.0,14.635332379993987
2030.0,14.887827349622228
2031.0,15.140322319250473
2032.0,15.392817288878714
2033.0,15.645312258506955
2034.0,15.897807228135196
